Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
18	0.5833333	0.7592028	2.0	0.0	350.0	0.05126316	0.07753442	0.20211515	-0.019392062	190000	-0.005164572	0.16791359	-0.0055132722	-0.024166144	1.3750551	-0.020332627	0.11750001	79.0	738.406023979187
19	0.7916667	0.4982609	2.0	0.0	350.0	0.028348966	0.11176463	0.19758847	-0.14243008	200000	-0.028905	0.18114051	-0.0021340158	-0.022194276	1.3611227	-0.028272446	0.0957	79.0	779.5952937602997
20	0.7083333	0.6109533	2.0	0.0	350.0	0.063899994	0.0942868	0.21253946	-0.07421452	210000	-0.0011327141	0.18731639	-0.00014166115	-0.020803351	1.411592	0.026966592	0.0	0.0	812.4783227443695
21	0.375	0.5636562	2.0	0.0	350.0	0.027821925	0.07090657	0.15029415	-0.058542565	220000	-0.0031930602	0.16069715	-0.0014237817	-0.0069138883	1.3766297	-0.015774902	0.0293	79.0	853.8578894138336
22	0.7916667	0.4982609	2.0	0.0	350.0	-0.013412124	0.049813434	0.0510954	-0.09940128	230000	-0.03513158	0.15971828	-5.9930608e-06	-0.0033238493	1.401792	0.022794697	0.0	0.0	881.6472475528717
23	0.5833333	0.49300662	1.0	0.0	350.0	0.029201465	0.055043116	0.10086511	-0.061809484	240000	-0.010746691	0.13806637	-0.0011886134	-0.006490552	1.355223	-0.03153178	0.1573	79.0	922.7592988014221
24	0.625	0.5636562	2.0	0.0	350.0	0.021476364	0.0942674	0.23341006	-0.0702953	250000	-0.021620572	0.18011327	-0.00072949287	-0.025528602	1.3762183	-0.05926934	0.19819999	79.0	964.0193810462952
25	0.375	0.48412293	1.0	0.0	350.0	0.054949623	0.11640585	0.30681142	-0.116539426	260000	0.009024896	0.13386776	0.00052034383	-0.009651911	1.3784829	0.0024997555	0.2859	6.0	992.8496437072754
26	0.625	0.5636562	2.0	0.0	350.0	-0.00052991026	0.082457274	0.12770559	-0.12918362	270000	-0.013261877	0.13445136	-0.0026868875	-0.008333709	1.3565382	0.0011348743	0.065400004	79.0	1034.0818583965302
27	0.6666667	0.62360954	2.0	0.0	350.0	0.011129372	0.09648536	0.24541941	-0.08230605	280000	-0.034091204	0.19288713	-0.0034704723	-0.011160217	1.375297	-0.09519453	0.2389	79.0	1075.2565937042236
28	0.625	0.5636562	2.0	0.0	350.0	0.057123095	0.104625404	0.25978288	-0.10142739	290000	-0.006844213	0.13969071	-0.0028158445	-0.012732182	1.3061988	-0.038280856	0.1463	79.0	1116.431884765625
29	0.5416667	0.57584476	2.0	0.0	350.0	0.06350928	0.091854	0.23742495	-0.06406166	300000	0.0038720095	0.16638479	-6.549311e-05	-0.021887794	1.4170977	0.020988554	0.0311	0.0	1144.0659766197205
30	0.625	0.48412293	1.0	0.0	350.0	0.017217143	0.07388231	0.14574803	-0.1143217	310000	-0.009980944	0.13508502	-0.001552993	-0.006128914	1.359478	-0.048499793	0.049599998	79.0	1190.6829919815063
31	0.5	0.57735026	2.0	0.0	350.0	0.032222327	0.07419799	0.17782634	-0.05044784	320000	-0.0061775064	0.15122215	-0.0014939333	-0.0043897117	1.3975611	-0.0054905913	0.0	79.0	1231.9915325641632
32	0.7083333	0.6109533	2.0	0.0	350.0	0.0026672913	0.09085544	0.09675965	-0.1931468	330000	-0.024671149	0.15562853	-0.0041433536	-0.0069418363	1.3987839	-0.07817899	0.12109999	79.0	1273.1851289272308
33	0.5833333	0.49300665	1.0	0.0	350.0	0.038260233	0.07117615	0.15270881	-0.09049449	340000	0.0013181902	0.19390796	-0.0018707977	-0.011662559	1.3500896	-0.018959146	0.12560001	18.0	1303.8485655784607
34	0.5833333	0.57130456	2.0	0.0	350.0	-0.012916043	0.08114937	0.10792877	-0.15258044	350000	-0.020008508	0.15627705	-0.001004204	-0.0077029923	1.3748218	-0.04126862	0.148	79.0	1344.9547049999237
35	0.6666667	0.5527708	2.0	0.0	350.0	0.017881272	0.08722035	0.111038215	-0.14718606	360000	-0.022688277	0.1249363	-0.0004471186	-0.0076118093	1.4199848	0.038376626	0.0	0.0	1372.6001765727997
36	0.625	0.48412293	1.0	0.0	350.0	0.055748157	0.07293134	0.17813218	-0.078783356	370000	-0.011293533	0.17578354	-0.0009037156	-0.013296172	1.3512464	-0.024494462	0.0925	79.0	1413.980262041092
37	0.5	0.57735026	2.0	0.0	350.0	0.049540985	0.08968864	0.20571461	-0.15112473	380000	0.021042649	0.1649676	-0.0010102087	-0.018491954	1.3914719	0.01805593	0.063899994	4.0	1442.2939896583557
38	0.7083333	0.538452	2.0	0.0	350.0	-0.038713735	0.076606035	0.100186296	-0.13719952	390000	-0.028967746	0.15271111	-0.0026608142	-0.00715872	1.3933885	-0.046677817	0.1157	79.0	1483.5143620967865
39	0.5416667	0.49826086	1.0	0.0	350.0	0.010864813	0.07720867	0.1552171	-0.10550099	400000	-0.010658678	0.15165152	-0.0018551049	-0.006671724	1.373466	-0.013731728	0.054899998	79.0	1524.8290796279907
40	0.6666667	0.62360954	2.0	0.0	350.0	0.021995077	0.060906135	0.11173309	-0.06457454	410000	-0.02537186	0.15817383	-0.0022781822	-0.0064199273	1.3643297	-0.064564034	0.055	79.0	1572.7163519859314
41	0.45833334	0.49826086	1.0	0.0	350.0	0.061595574	0.0944947	0.18359417	-0.097267106	420000	0.015236408	0.17118336	-0.0037664403	-0.018222678	1.3435807	0.03396793	0.1921	6.0	1601.4716367721558
42	0.5416667	0.49826086	1.0	0.0	350.0	-0.004404081	0.06301821	0.10235448	-0.09892988	430000	-0.006443766	0.1602059	-0.001993716	-0.00948335	1.3892875	0.0065515935	0.0697	23.0	1633.1383938789368
