Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
117	0.18584071	0.3889781	1.0	0.0	8.814159	0.2993303	0.00027586598	0.29942927	0.29855725	118000	0.14591053	0.14674836	-0.036725834	-0.018946394	0.53758574	0.07991721	0.0	10.0	140.5882875919342
118	0.27192983	0.4449539	1.0	0.0	8.72807	0.16095372	0.00027720592	0.16105366	0.16018163	119000	-0.06737494	0.17623074	0.0019161105	-0.005901709	0.754467	0.091735	0.0	0.0	141.7142150402069
119	0.23684211	0.4251446	1.0	0.0	8.763158	0.23761144	0.00027612675	0.23771054	0.2368385	120000	0.026284317	0.15580283	-0.0026850402	-0.00095935166	0.61043817	0.030476116	0.0	23.0	142.85858511924744
120	0.23684211	0.4251446	1.0	0.0	8.763158	0.20659424	0.0002760158	0.20669326	0.20582123	121000	-0.0017808581	0.15484273	1.6964972e-05	1.4901161e-08	0.718194	0.03431391	0.0	0.0	144.6842439174652
121	0.3043478	0.4601307	1.0	0.0	8.695652	0.20660193	0.00027696672	0.2067018	0.20582977	122000	-0.05531288	0.1881181	0.0003812164	-0.0037193447	0.727769	0.04361258	0.0	0.0	145.79059433937073
122	0.27192983	0.44495392	1.0	0.0	8.72807	0.26804638	0.00027712996	0.26814628	0.26727426	123000	0.023567658	0.1711829	-0.00016451813	-0.00088489056	0.7346848	0.047629066	0.0	0.0	146.8812689781189
123	0.23684211	0.4251446	1.0	0.0	8.763158	0.23798434	0.0002760898	0.23808342	0.23721139	124000	0.0251641	0.15582608	-0.00017904118	-0.0009825975	0.7416898	0.053610306	0.0	0.0	147.9270842075348
124	0.16814159	0.373992	1.0	0.0	8.831859	0.20621797	0.0002760898	0.20631702	0.20544499	125000	0.05544137	0.1215205	-0.0043869615	-0.0036708713	0.64040166	0.029736737	0.0	15.0	149.06917262077332
125	0.22807017	0.4195881	1.0	0.0	8.77193	0.14485452	0.00027616372	0.14495358	0.14408155	126000	-0.051495086	0.15357506	-0.0067678876	-0.002904743	0.66431475	-0.15337762	0.495	79.0	150.36416029930115
126	0.24561404	0.43045068	1.0	0.0	8.754386	0.19943109	0.0002771691	0.199531	0.19865897	127000	-0.008696764	0.1591182	-0.011052015	-0.00022535026	0.53990686	0.042113453	0.0	18.0	151.47049689292908
127	0.33043477	0.4703697	1.0	0.0	8.669565	0.21466556	0.00027820488	0.21476637	0.21389434	128000	-0.072951846	0.19915329	-0.009269871	-0.005851373	0.6637602	-0.15813854	0.487	79.0	152.7036383152008
128	0.16814159	0.373992	1.0	0.0	8.831859	0.2921102	0.0002756628	0.29220903	0.291337	129000	0.11531859	0.1392914	-5.066395e-07	-0.021405257	0.8815465	0.20784718	0.599	0.0	153.76622104644775
129	0.21238938	0.40899897	1.0	0.0	8.787611	0.1476279	0.00027590487	0.14772685	0.14685482	130000	-0.030221675	0.14301892	-0.0076985545	-0.0013555586	0.53462493	0.025646236	0.0	23.0	154.94436502456665
130	0.2982456	0.45748788	1.0	0.0	8.701755	0.18399616	0.0002772059	0.18409607	0.18322404	131000	-0.07250387	0.18661618	-0.011604011	-0.0059827566	0.67640764	-0.16586745	0.502	79.0	157.08116459846497
131	0.35652173	0.47897178	1.0	0.0	8.643478	0.26033354	0.00027827552	0.2604343	0.25956228	132000	-0.037654273	0.2040375	-0.0002715066	-0.0029866844	0.89180493	0.19898501	0.553	0.0	158.40143394470215
132	0.25438598	0.43551555	1.0	0.0	8.745614	0.31430915	0.00027727676	0.3144091	0.3135371	133000	0.104099855	0.17124546	-0.033281602	-0.00840421	0.52921706	0.071854755	0.574	11.0	159.68709206581116
133	0.27192983	0.44495392	1.0	0.0	8.72807	0.22395727	0.00027702196	0.22405711	0.22318508	134000	-0.014649807	0.17049706	0.0003989935	-0.00019945204	0.7544776	0.09122181	0.0	0.0	160.81669759750366
134	0.32173914	0.4671435	1.0	0.0	8.678261	0.23789749	0.00027822322	0.23799828	0.23712625	135000	-0.048466366	0.19251734	-0.00038122758	-0.0020658076	0.61147225	-0.08512168	0.0	79.0	162.09950971603394
135	0.22807017	0.4195881	1.0	0.0	8.77193	0.28286433	0.00027606895	0.28296337	0.28209135	136000	0.07983795	0.15774414	-0.010418415	-0.0070730895	0.6036375	0.045649003	0.0	10.0	163.20540165901184
136	0.3043478	0.4601307	1.0	0.0	8.695652	0.19986102	0.00027715074	0.19996092	0.19908889	137000	-0.06542247	0.18898553	-0.0064522997	-0.0045862943	0.6501017	-0.13999432	0.514	79.0	164.4398558139801
137	0.3043478	0.4601307	1.0	0.0	8.695652	0.26666558	0.0002774968	0.26676562	0.2658936	138000	-0.001384808	0.18439923	-0.00033553806	-9.23872e-07	0.85300994	0.17020503	0.585	0.0	165.4679834842682
138	0.20353982	0.40263057	1.0	0.0	8.79646	0.26758656	0.00027645603	0.26768574	0.26681373	139000	0.09418454	0.14531434	-0.02081535	-0.008138806	0.55827427	0.038772814	0.0	9.0	166.5865981578827
139	0.23684211	0.4251446	1.0	0.0	8.763158	0.1785631	0.0002760528	0.17866214	0.1777901	140000	-0.027809734	0.15562859	-0.003799742	-0.00078484416	0.66666305	-0.15362723	0.0	79.0	167.82664442062378
140	0.31304348	0.46373188	1.0	0.0	8.686956	0.20625928	0.0002769115	0.20635907	0.20548704	141000	-0.06272887	0.19227654	-0.0068807155	-0.0047853887	0.5385918	0.024410235	0.0	21.0	169.74971914291382
141	0.22123894	0.41508096	1.0	0.0	8.778761	0.2746464	0.00027606898	0.2747454	0.2738734	142000	0.07185917	0.1527136	-0.0033611879	-0.0066309273	0.6803809	0.035695367	0.0	10.0	171.03665614128113
142	0.23684211	0.4251446	1.0	0.0	8.763158	0.19430968	0.0002760898	0.19440873	0.1935367	143000	-0.012937964	0.1549939	0.00013382826	-0.00015088916	0.72828496	0.048257187	0.0	0.0	172.29808163642883
143	0.25438598	0.43551555	1.0	0.0	8.745614	0.20645814	0.00027702196	0.20655799	0.20568596	144000	-0.01573268	0.16306993	0.00013962388	-0.0002513677	0.73868275	0.055593073	0.0	0.0	173.53982257843018
144	0.24561404	0.43045068	1.0	0.0	8.754386	0.22221994	0.00027700354	0.22231975	0.22144772	145000	0.0036917492	0.15895171	-3.0077761e-05	-5.953014e-05	0.7475982	0.06748725	0.0	0.0	174.9648814201355
145	0.32173914	0.46714348	1.0	0.0	8.678261	0.21448801	0.00027825983	0.2145888	0.21371678	146000	-0.068510674	0.19519305	-0.0041833	-0.0047363937	0.6342086	-0.121800125	0.484	79.0	176.32309889793396
146	0.28070176	0.44934204	1.0	0.0	8.719298	0.28323156	0.00027683613	0.28333133	0.28245932	147000	0.03911156	0.1752164	-0.012176614	-0.0013649315	0.5712487	0.035779208	0.0	12.0	177.51455283164978
147	0.23684211	0.4251446	1.0	0.0	8.763158	0.24622093	0.0002761822	0.24632001	0.24544798	148000	0.034254912	0.1564101	-0.0018430836	-0.0015660077	0.66336524	0.02675957	0.0	27.0	178.8933892250061
148	0.3043478	0.4601307	1.0	0.0	8.695652	0.20641926	0.0002772059	0.2065192	0.20564717	149000	-0.05826532	0.18814029	-0.008188032	-0.003741607	0.66825783	-0.15803882	0.508	79.0	180.58578491210938
149	0.2631579	0.44034737	1.0	0.0	8.736842	0.2678826	0.00027707487	0.26798248	0.26711047	150000	0.048999745	0.16802816	-0.021840673	-0.0014055073	0.53582925	0.05156221	0.0	14.0	181.931006193161
150	0.27192983	0.4449539	1.0	0.0	8.72807	0.23010987	0.00027726108	0.23020978	0.22933775	151000	-0.009286137	0.17036046	0.00019454863	-6.389618e-05	0.74223614	0.07256287	0.0	0.0	183.9501678943634
151	0.27192983	0.44495392	1.0	0.0	8.72807	0.23820932	0.00027698514	0.23830917	0.23743714	152000	-0.0023370492	0.1702957	4.428625e-05	-1.4901161e-08	0.7634094	0.09048126	0.0	0.0	185.15560626983643
152	0.25438598	0.43551555	1.0	0.0	8.745614	0.23815219	0.00027711396	0.23825204	0.23738001	153000	0.012832336	0.16306604	-0.0013013873	-0.00024817884	0.61109436	0.023956938	0.0	28.0	186.6315312385559
153	0.33913043	0.47341418	1.0	0.0	8.66087	0.2221745	0.0002781317	0.22227524	0.22140321	154000	-0.07292258	0.20192671	-0.01034613	-0.005908519	0.66887	-0.15701064	0.0	79.0	188.27236461639404
154	0.18584071	0.3889781	1.0	0.0	8.814159	0.30016568	0.00027586598	0.30026463	0.2993926	155000	0.14729339	0.14697877	-0.036816694	-0.019175261	0.5361951	0.076543264	0.0	11.0	189.62006306648254
155	0.33913043	0.47341418	1.0	0.0	8.66087	0.16281018	0.00027838786	0.16291101	0.16203898	156000	-0.11824666	0.21456671	0.003011018	-0.018494472	0.7507059	0.08794351	0.0	0.0	190.98980474472046
156	0.2631579	0.44034737	1.0	0.0	8.736842	0.29696387	0.00027724006	0.29706377	0.29619175	157000	0.06058318	0.17104955	-0.006497726	-0.0044157654	0.61621106	0.039880518	0.0	19.0	192.13606309890747
157	0.20353982	0.40263057	1.0	0.0	8.79646	0.23141281	0.00027601584	0.2315118	0.23063977	158000	0.04517887	0.14009145	-0.0006755255	-0.00294362	0.72966313	0.051509436	0.0	0.0	193.24736261367798
158	0.28947368	0.45351815	1.0	0.0	8.710526	0.17792979	0.0002769851	0.17802966	0.17715763	159000	-0.06648447	0.18303055	0.000772357	-0.0057082027	0.74472857	0.062400427	0.0	0.0	194.32539200782776
159	0.28070176	0.44934207	1.0	0.0	8.719298	0.25242788	0.00027692798	0.25252768	0.25165567	160000	0.0032808634	0.17388704	-1.1423603e-05	-3.97861e-05	0.6336464	-0.05531653	0.0	79.0	195.5830693244934
160	0.2631579	0.44034737	1.0	0.0	8.736842	0.24620226	0.00027707714	0.24630214	0.24543011	161000	0.012218592	0.16687201	-0.0008552475	-0.0002528727	0.6371341	0.01904516	0.0	28.0	197.57211112976074
161	0.31304348	0.46373186	1.0	0.0	8.686956	0.23052788	0.00027707717	0.23062773	0.2297557	162000	-0.04162133	0.18950674	7.0322305e-05	-0.0020187944	0.7097003	0.017779835	0.0	0.0	198.62815308570862
162	0.3043478	0.4601307	1.0	0.0	8.695652	0.27492312	0.0002770933	0.27502304	0.27415103	163000	0.0042574606	0.18445233	-7.019844e-06	-5.365908e-05	0.71139127	0.02027433	0.0	0.0	199.80061674118042
163	0.33913043	0.47341418	1.0	0.0	8.66087	0.2676511	0.00027822074	0.2677519	0.2668799	164000	-0.031161442	0.19699296	-0.004737746	-0.0009973943	0.67363966	-0.16064413	0.0	79.0	201.02919483184814
164	0.19469027	0.3959621	1.0	0.0	8.805309	0.29912528	0.0002761243	0.2992243	0.29835227	165000	0.10362986	0.14934126	1.8626451e-07	-0.016769305	0.8851961	0.20402154	0.577	0.0	202.08787322044373
165	0.28070176	0.44934204	1.0	0.0	8.719298	0.17149203	0.00027729786	0.17159197	0.17071994	166000	-0.06897484	0.1793834	-0.0061224625	-0.0054967105	0.5319009	0.025746906	0.402	29.0	203.25963616371155
166	0.2982456	0.45748788	1.0	0.0	8.701755	0.2445333	0.00027715074	0.24463323	0.2437612	167000	-0.017398492	0.18087839	0.00034384243	-0.00029817224	0.6997881	0.026565712	0.0	2.0	204.4337501525879
167	0.2982456	0.45748788	1.0	0.0	8.701755	0.26156726	0.00027716666	0.26166713	0.26079512	168000	-0.002559814	0.18057515	1.2393342e-05	-4.0233135e-07	0.7197484	0.031581488	0.0	0.0	205.62112259864807
168	0.23684211	0.4251446	1.0	0.0	8.763158	0.2619406	0.00027610586	0.26203963	0.26116762	169000	0.04617639	0.15790088	-0.00026860088	-0.0030552	0.7246015	0.037178237	0.0	0.0	206.9084439277649
169	0.20353982	0.40263054	1.0	0.0	8.79646	0.20720261	0.00027607128	0.20730163	0.2064296	170000	0.025666088	0.13804886	-0.0013788678	-0.0009110868	0.65719956	0.022265516	0.0	21.0	208.02480554580688
170	0.3043478	0.4601307	1.0	0.0	8.695652	0.17718194	0.00027713232	0.17728186	0.17640983	171000	-0.08147915	0.19257227	0.0002490133	-0.00817287	0.71242	0.022381073	0.0	0.0	209.89265418052673
171	0.2982456	0.45748788	1.0	0.0	8.701755	0.26660484	0.00027716666	0.2667047	0.2658327	172000	0.0019514329	0.18059543	-5.5077253e-06	-2.1263957e-05	0.7154803	0.025263362	0.0	0.0	211.03134679794312
172	0.19469027	0.3959621	1.0	0.0	8.805309	0.26202765	0.00027606898	0.26212665	0.26125464	173000	0.078924224	0.14110485	-0.00039514154	-0.00857228	0.7183033	0.031210251	0.0	0.0	212.18613719940186
173	0.22807017	0.4195881	1.0	0.0	8.77193	0.17051251	0.00027605283	0.17061152	0.16973948	174000	-0.026210815	0.15146741	9.695068e-05	-0.00079752505	0.72332203	0.033022884	0.0	0.0	213.23450207710266
174	0.27192983	0.44495392	1.0	0.0	8.72807	0.19849038	0.00027716914	0.19859031	0.19771828	175000	-0.038812324	0.17186368	-0.004642118	-0.0015577674	0.6603771	-0.14469612	0.0	79.0	214.47286009788513
175	0.2982456	0.45748788	1.0	0.0	8.701755	0.23774403	0.00027726108	0.23784399	0.23697196	176000	-0.01836978	0.18116018	-0.000433119	-0.00057703257	0.8638183	0.18081199	0.586	0.0	215.55458879470825
176	0.21238938	0.40899897	1.0	0.0	8.787611	0.26175845	0.0002761796	0.26185754	0.26098552	177000	0.08359337	0.14753918	-0.021956183	-0.005857885	0.5507713	0.050196618	0.0	10.0	216.65494680404663
177	0.20353982	0.40263057	1.0	0.0	8.79646	0.18551993	0.00027590484	0.18561889	0.18474686	178000	0.005745696	0.13720886	-0.00012690807	-7.44611e-05	0.7351365	0.06529077	0.0	0.0	217.70355558395386
178	0.27192983	0.44495392	1.0	0.0	8.72807	0.17685623	0.0002772243	0.17695618	0.17608415	179000	-0.053579796	0.17403834	0.0009835139	-0.0037210733	0.7574713	0.08277883	0.0	0.0	218.79113245010376
179	0.32173914	0.46714348	1.0	0.0	8.678261	0.23794119	0.00027809507	0.23804195	0.23716992	180000	-0.041758657	0.19251333	0.0006371215	-0.0020622462	0.7759981	0.10573198	0.0	0.0	219.9079990386963
180	0.23684211	0.4251446	1.0	0.0	8.763158	0.28353512	0.00027605053	0.28363413	0.2827621	181000	0.058714397	0.16075404	-0.00092034414	-0.0059058517	0.791373	0.120704904	0.0	0.0	222.02065086364746
181	0.33043477	0.4703697	1.0	0.0	8.669565	0.20673472	0.00027820488	0.20683545	0.20596342	182000	-0.08444141	0.20042971	-0.0011179298	-0.0071246177	0.59080344	-0.07079692	0.464	79.0	223.27268600463867
182	0.18584071	0.3889781	1.0	0.0	8.814159	0.29058036	0.00027581057	0.2906793	0.2898073	183000	0.103462905	0.14441623	-0.0001880005	-0.016619653	0.7715996	0.086945824	0.0	0.0	224.31398177146912
183	0.2631579	0.44034737	1.0	0.0	8.736842	0.16354254	0.00027696675	0.16364238	0.16277035	184000	-0.0675459	0.17105378	-0.0018198267	-0.004413992	0.618844	-0.098547086	0.442	79.0	225.57659101486206
184	0.21238938	0.40899897	1.0	0.0	8.787611	0.22900292	0.00027592338	0.22910191	0.22822988	185000	0.031446654	0.14359511	1.1540949e-05	-0.0019357204	0.8098885	0.12398614	0.0	0.0	226.7046730518341
185	0.2631579	0.44034737	1.0	0.0	8.736842	0.1856553	0.00027687466	0.18575512	0.18488309	186000	-0.039556306	0.16860159	-6.587058e-05	-0.0019728988	0.8095216	0.12231771	0.0	0.0	227.78359150886536
186	0.22807017	0.4195881	1.0	0.0	8.77193	0.22944199	0.00027601584	0.22954096	0.22866893	187000	0.029224042	0.15161124	-0.006134862	-0.00094138086	0.59025097	0.03283163	0.0	13.0	228.93522334098816
187	0.22807017	0.4195881	1.0	0.0	8.77193	0.19912991	0.00027616372	0.19922894	0.19835691	188000	-0.0018914232	0.15066984	-0.00021420605	5.9604645e-08	0.66645616	-0.13185868	0.0	79.0	230.29640078544617
188	0.28070176	0.44934204	1.0	0.0	8.719298	0.19875403	0.0002772059	0.19885392	0.1979819	189000	-0.04386766	0.17607766	-0.0043330863	-0.0022130758	0.559171	0.019008763	0.0	20.0	231.50970840454102
189	0.25438598	0.43551555	1.0	0.0	8.745614	0.24556714	0.00027715074	0.24566707	0.24479504	190000	0.01895946	0.16335429	-0.0005299561	-0.00053557754	0.68489695	0.02024725	0.0	12.0	232.6840217113495
190	0.28947368	0.45351815	1.0	0.0	8.710526	0.22242707	0.00027737138	0.22252707	0.22165504	191000	-0.030937279	0.17826825	-0.004720958	-0.0009836704	0.6734427	-0.16080855	0.0	79.0	235.14497923851013
191	0.16814159	0.373992	1.0	0.0	8.831859	0.25393757	0.00027627178	0.25403666	0.25316465	192000	0.1161796	0.1295756	-0.03068591	-0.011710376	0.53142446	0.07143689	0.0	11.0	236.41705083847046
192	0.24561404	0.43045068	1.0	0.0	8.754386	0.14656518	0.00027694833	0.14666502	0.14579299	193000	-0.059859842	0.16349566	0.0015051067	-0.0045933723	0.7415656	0.07475206	0.0	0.0	237.5326533317566
193	0.22807017	0.4195881	1.0	0.0	8.77193	0.21366376	0.00027592338	0.2137627	0.21289067	194000	0.009384439	0.15089197	-0.0002173679	-0.0002219975	0.76703095	0.10262431	0.0	0.0	238.65168023109436
194	0.31304348	0.46373186	1.0	0.0	8.686956	0.1988447	0.00027711393	0.1989446	0.19807257	195000	-0.06559158	0.19335766	0.0012275502	-0.005865544	0.79046583	0.116356924	0.0	0.0	239.76858472824097
195	0.14285715	0.3499271	1.0	0.0	8.857142	0.27484113	0.00027485276	0.2749392	0.2740672	196000	0.11634374	0.124752834	-0.0006231591	-0.022636183	0.8093584	0.14760506	0.575	0.0	240.90052676200867
196	0.17699115	0.38166118	1.0	0.0	8.823009	0.12626766	0.00027597882	0.12636667	0.12549464	197000	-0.026112804	0.12357889	-0.0032065976	-0.00072711706	0.5725696	-0.031093907	0.0	79.0	242.30287623405457
197	0.28070176	0.44934207	1.0	0.0	8.719298	0.15285285	0.00027718753	0.15295276	0.15208073	198000	-0.081658475	0.18249391	-0.0002609715	-0.008587673	0.7371421	0.041686293	0.0	0.0	243.42535305023193
198	0.33913043	0.4734142	1.0	0.0	8.66087	0.24437821	0.0002782598	0.24447903	0.243607	199000	-0.049316406	0.19900319	-0.00022305548	-0.0029980391	0.7339513	0.03573361	0.0	0.0	244.65686702728271
199	0.24561404	0.43045068	1.0	0.0	8.754386	0.29840618	0.00027689128	0.29850602	0.297634	200000	0.06992186	0.16592136	0.00012087822	-0.007015601	0.72943914	0.036570422	0.0	0.0	245.94017052650452
200	0.32173914	0.46714348	1.0	0.0	8.678261	0.2156762	0.00027807674	0.21577694	0.2149049	201000	-0.06501729	0.19503091	-0.0077145174	-0.0045738816	0.6597374	-0.14536308	0.0	79.0	248.31777262687683
201	0.19469027	0.39596206	1.0	0.0	8.805309	0.28245804	0.00027577364	0.28255695	0.28168494	202000	0.11990809	0.14530206	-0.028120868	-0.012750998	0.54761165	0.052581675	0.0	10.0	249.44042539596558
202	0.33043477	0.4703697	1.0	0.0	8.669565	0.17034726	0.00027805843	0.17044796	0.16957593	203000	-0.10603019	0.2078933	0.00248307	-0.014565557	0.7344609	0.06516249	0.0	0.0	250.56894516944885
203	0.27192983	0.44495392	1.0	0.0	8.72807	0.29109874	0.00027722173	0.29119864	0.29032663	204000	0.046379738	0.17308146	-0.003911983	-0.0027762502	0.6321058	0.032403257	0.0	24.0	251.7656764984131
204	0.25438598	0.43551555	1.0	0.0	8.745614	0.23851602	0.00027715074	0.23861587	0.23774384	205000	0.012831739	0.16307773	-0.0006076554	-0.00025980175	0.6667848	0.021741427	0.0	49.0	252.9393994808197
205	0.27192983	0.4449539	1.0	0.0	8.72807	0.22249816	0.00027715074	0.22259808	0.22172605	206000	-0.016294483	0.17054056	-0.0023994148	-0.00024275482	0.67147547	-0.1593675	0.0	79.0	254.29673504829407
206	0.28070176	0.44934204	1.0	0.0	8.719298	0.23790284	0.00027731623	0.23800282	0.23713079	207000	0.00020455015	0.1739144	-0.014786487	-6.584823e-05	0.53410494	0.05199505	0.0	16.0	255.4483163356781
207	0.28070176	0.44934207	1.0	0.0	8.719298	0.24591006	0.0002769115	0.2460099	0.24513787	208000	-0.0027848438	0.17384748	-0.0002548874	-7.4505806e-08	0.6531575	-0.12603344	0.0	79.0	256.76366901397705
208	0.28070176	0.44934204	1.0	0.0	8.719298	0.2460678	0.00027685624	0.24616759	0.24529555	209000	-0.0019106589	0.17384738	-0.00016723725	2.0861626e-07	0.8394003	0.15590121	0.577	0.0	257.85646653175354
209	0.28070176	0.44934204	1.0	0.0	8.719298	0.24607114	0.0002769299	0.24617094	0.2452989	210000	-0.0011383228	0.17384759	-0.00034071482	-4.4703484e-08	0.8373054	0.14483924	0.553	0.0	258.9516055583954
210	0.33043477	0.4703697	1.0	0.0	8.669565	0.24607028	0.00027802176	0.246171	0.24529897	211000	-0.04293739	0.19533084	-0.0055684485	-0.0020419955	0.5706581	-0.03858191	0.444	79.0	261.40022349357605
211	0.37391305	0.48384097	1.0	0.0	8.626087	0.29094818	0.00027816594	0.2910489	0.2901769	212000	-0.0366564	0.20717874	3.6794692e-05	-0.0016040355	0.7399378	0.0478451	0.0	0.0	262.53771114349365
212	0.27192983	0.4449539	1.0	0.0	8.72807	0.33086947	0.0002772034	0.33096945	0.33009744	213000	0.0761384	0.17884296	-0.0002661273	-0.008512363	0.7409419	0.053008687	0.0	0.0	263.6406843662262
213	0.28947368	0.45351815	1.0	0.0	8.710526	0.23950513	0.00027694833	0.23960498	0.23873295	214000	-0.015257051	0.17748468	4.014559e-05	-0.00020742416	0.7444431	0.058182348	0.0	0.0	264.74808406829834
214	0.22807017	0.4195881	1.0	0.0	8.77193	0.25380704	0.00027606895	0.2539061	0.25303409	215000	0.049576875	0.15370046	-0.004075248	-0.0030305684	0.64197654	0.035750933	0.0	13.0	265.93048453330994
215	0.23684211	0.4251446	1.0	0.0	8.763158	0.1989968	0.00027610824	0.19909585	0.19822381	216000	-0.008887142	0.15490064	-0.0010344302	-5.7846308e-05	0.659699	-0.14951368	0.51	79.0	267.242737531662
216	0.22807017	0.4195881	1.0	0.0	8.77193	0.20660028	0.0002762376	0.20669936	0.20582733	217000	0.0070825727	0.15073131	-5.156966e-05	-6.143749e-05	0.86727536	0.1851897	0.577	0.0	268.3777883052826
217	0.28070176	0.44934204	1.0	0.0	8.719298	0.19869682	0.0002771691	0.19879672	0.19792469	218000	-0.035403483	0.17608304	-0.00040430203	-0.0022183508	0.86645156	0.17654008	0.563	0.0	269.4646372795105
218	0.22123894	0.415081	1.0	0.0	8.778761	0.24624275	0.00027612675	0.24634182	0.2454698	219000	0.044090107	0.1488927	-0.00016626343	-0.002835542	0.86228585	0.16668057	0.547	0.0	270.5319080352783
219	0.33043477	0.4703697	1.0	0.0	8.669565	0.192469	0.00027835128	0.19256985	0.19169782	220000	-0.07650952	0.20304078	-0.0011842027	-0.009728	0.8573376	0.15633948	0.542	0.0	271.6139192581177
220	0.22807017	0.41958812	1.0	0.0	8.77193	0.291	0.00027608743	0.291099	0.290227	221000	0.09729085	0.15917858	-0.023364604	-0.008508205	0.5588899	0.057306875	0.0	8.0	273.9146327972412
221	0.20353982	0.40263054	1.0	0.0	8.79646	0.19960018	0.0002760528	0.19969921	0.19882718	222000	0.017513687	0.13764797	-0.00045026653	-0.0005121082	0.7429421	0.07650339	0.0	0.0	275.04721784591675
222	0.2982456	0.45748788	1.0	0.0	8.701755	0.17707016	0.00027687466	0.17716996	0.17629793	223000	-0.084787354	0.18773596	-0.0030636266	-0.007093355	0.62265515	-0.10302621	0.448	79.0	276.31499195098877
223	0.33043477	0.4703697	1.0	0.0	8.669565	0.2605138	0.00027816594	0.2606146	0.2597426	224000	-0.030606503	0.19423309	-0.0036242697	-0.00094762444	0.5851863	-0.052802693	0.0	79.0	277.56805062294006
224	0.28070176	0.44934204	1.0	0.0	8.719298	0.29113138	0.0002768545	0.2912312	0.29035917	225000	0.03909842	0.17586152	-0.003192488	-0.002007261	0.63658106	0.032043874	0.0	13.0	278.65715765953064
225	0.23684211	0.4251446	1.0	0.0	8.763158	0.24647895	0.00027614523	0.24657802	0.24570599	226000	0.032506958	0.15643045	-0.00031219795	-0.0015865117	0.72176063	0.039838914	0.0	0.0	279.71794414520264
226	0.2631579	0.4403474	1.0	0.0	8.736842	0.20662306	0.00027718753	0.206723	0.20585097	227000	-0.024150398	0.16717584	-0.002721781	-0.00055371225	0.65629387	-0.14307657	0.42	79.0	281.1133277416229
227	0.25438598	0.43551555	1.0	0.0	8.745614	0.23027636	0.0002772427	0.23037632	0.22950429	228000	0.012632966	0.16288003	-0.012737917	-6.2420964e-05	0.5488981	0.048042916	0.0	14.0	282.23035645484924
228	0.28947368	0.45351815	1.0	0.0	8.710526	0.22229499	0.00027724268	0.22239493	0.2215229	229000	-0.02955785	0.17827648	0.00042079948	-0.0009917915	0.72803605	0.05063095	0.0	0.0	283.2896807193756
229	0.2982456	0.45748788	1.0	0.0	8.701755	0.25421214	0.00027707487	0.254312	0.25344	230000	-0.0091885645	0.18063536	0.00011581369	-5.8740377e-05	0.7423749	0.0645084	0.0	0.0	284.3436806201935
230	0.28947368	0.45351818	1.0	0.0	8.710526	0.26200104	0.00027711163	0.262101	0.26122898	231000	0.004359092	0.17733645	-5.042972e-05	-6.316602e-05	0.7550597	0.07342547	0.0	0.0	286.4600055217743
231	0.2982456	0.45748788	1.0	0.0	8.701755	0.25394908	0.00027700144	0.25404894	0.25317693	232000	-0.00948748	0.1806396	9.605754e-05	-6.2808394e-05	0.76669586	0.08589254	0.0	0.0	287.5202386379242
232	0.23684211	0.4251446	1.0	0.0	8.763158	0.2619568	0.00027599517	0.2620558	0.2611838	233000	0.042284224	0.15790284	-0.00045001134	-0.0030572265	0.7768725	0.09891583	0.0	0.0	288.61905097961426
233	0.3478261	0.47628045	1.0	0.0	8.652174	0.20610036	0.00027809507	0.20620112	0.20532909	234000	-0.086200915	0.20877539	0.00056094676	-0.0101445615	0.7875725	0.106098264	0.0	0.0	289.687481880188
234	0.3043478	0.4601307	1.0	0.0	8.695652	0.30818126	0.00027713	0.30828118	0.30740917	235000	0.037521172	0.18604621	-0.0053205937	-0.0016474277	0.6014567	0.03428873	0.0	15.0	290.77994418144226
235	0.25438598	0.43551555	1.0	0.0	8.745614	0.26702607	0.00027731346	0.26712602	0.266254	236000	0.038734525	0.16480625	-0.0024015792	-0.0019836724	0.66034734	0.032851346	0.0	19.0	291.8958480358124
236	0.25438598	0.43551555	1.0	0.0	8.745614	0.22183844	0.0002771875	0.22193834	0.22106631	237000	-0.002642679	0.16281798	-0.000337861	-3.427267e-07	0.6628849	-0.15012315	0.0	79.0	293.1513388156891
237	0.24561404	0.43045068	1.0	0.0	8.754386	0.22236073	0.00027680097	0.22246051	0.22158848	238000	0.013655584	0.1589541	-0.013994513	-6.207824e-05	0.5425731	0.048756897	0.0	14.0	294.31573820114136
238	0.28947368	0.45351815	1.0	0.0	8.710526	0.21439816	0.00027726108	0.21449815	0.21362612	239000	-0.036366157	0.17883655	0.00059906766	-0.0015471578	0.72774076	0.0532121	0.0	0.0	295.39402055740356
239	0.25438598	0.43551555	1.0	0.0	8.745614	0.2541153	0.0002771483	0.25421518	0.25334316	240000	0.023939686	0.16382255	-0.0003785435	-0.0010029078	0.7443511	0.071087845	0.0	0.0	296.49116230010986
240	0.33913043	0.4734142	1.0	0.0	8.66087	0.22224887	0.0002782049	0.22234963	0.2214776	241000	-0.06682953	0.20191517	0.00079681724	-0.0058971047	0.7602901	0.077933	0.0	0.0	298.67736172676086
