Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
13	66.666664	47.140453	100.0	0.0	313.0	23.35247	0.011692505	23.369009	23.323254	14700	3.8927083	525.5401	0.0	-3.4953003	0.31326166	-0.28285715	0.28285715	79.0	21.055912971496582
14	100.0	0.0	100.0	100.0	253.25	21.503738	0.010666611	21.519724	21.476099	15750	0.06757195	829.5822	0.0	-178.03656	1.3132616	0.74	0.74	0.0	22.38842248916626
15	100.0	0.0	100.0	100.0	284.0	34.717514	0.014793983	34.73594	34.681717	16800	6.312408	620.9603	0.0	-28.384888	0.31326166	-0.2657143	0.2657143	79.0	23.974575519561768
16	75.0	43.30127	100.0	0.0	256.25	29.310236	0.013416168	29.327671	29.279064	17850	2.676637	634.7088	0.0	-0.7116089	1.3132616	0.7361905	0.7361905	0.0	25.368996143341064
17	66.666664	47.140453	100.0	0.0	261.0	28.454315	0.013281314	28.4719	28.424103	18900	3.633893	601.5111	0.0	-60.17096	1.3132616	0.7247619	0.7247619	0.0	26.700881958007812
18	100.0	0.0	100.0	100.0	261.5	20.583073	0.009956611	20.598186	20.559454	19950	-1.5679561	868.27747	0.0	-185.5534	0.31326166	-0.26095238	0.26095238	79.0	28.148232460021973
19	75.0	43.30127	100.0	0.0	260.0	34.133484	0.013569656	34.150284	34.102	21000	6.1156936	664.85364	0.0	-30.770996	0.31326166	-0.2695238	0.2695238	79.0	29.63057017326355
20	100.0	0.0	100.0	100.0	232.25	28.620913	0.011743817	28.637287	28.593779	22050	1.6386493	686.70734	0.0	-41.50824	0.31326166	-0.24857143	0.24857143	79.0	31.727823495864868
21	33.333332	47.140457	100.0	0.0	327.0	34.971214	0.0137588475	34.988808	34.940826	23100	10.2870865	665.2177	0.0	-326.31525	0.31326166	-0.2952381	0.2952381	79.0	33.23390197753906
22	66.666664	47.140453	100.0	0.0	319.0	17.054861	0.005825597	17.065262	17.040192	24150	1.490138	554.0614	0.0	-11.454163	0.31326166	-0.28190476	0.28190476	79.0	34.73155856132507
23	75.0	43.30127	100.0	0.0	253.25	20.44599	0.007995519	20.458004	20.424793	25200	0.4658837	708.16595	0.0	-50.74994	0.31326166	-0.2647619	0.2647619	79.0	36.30254936218262
24	75.0	43.30127	100.0	0.0	249.5	27.630089	0.010684742	27.644556	27.60313	26250	3.212099	638.80084	0.0	-0.4413452	0.31326166	-0.26380953	0.26380953	79.0	37.837557315826416
25	60.0	48.989796	100.0	0.0	205.2	28.289646	0.010785512	28.303366	28.261366	27300	4.338458	644.9602	0.0	-0.011779785	0.31326166	-0.2752381	0.2752381	79.0	39.363261222839355
26	33.333332	47.140457	100.0	0.0	301.0	28.183895	0.010760794	28.197638	28.155731	28350	7.7419252	496.8148	0.0	-163.39966	0.31326166	-0.28666666	0.28666666	79.0	40.93943500518799
27	75.0	43.30127	100.0	0.0	260.75	15.354889	0.0041446197	15.365032	15.342981	29400	-1.5290745	812.2928	0.0	-135.77759	0.31326166	-0.26095238	0.26095238	79.0	42.48540163040161
28	66.666664	47.140453	100.0	0.0	301.0	27.175005	0.0066472935	27.187239	27.157366	30450	5.3125434	547.9736	0.0	-28.176392	0.31326166	-0.27809525	0.27809525	79.0	43.99802350997925
29	100.0	0.0	100.0	100.0	251.75	21.94529	0.0055487924	21.956804	21.930199	31500	-1.177922	804.75433	0.0	-180.73724	0.31326166	-0.25714287	0.25714287	79.0	45.66451573371887
30	100.0	0.0	100.0	100.0	272.0	35.21131	0.00702465	35.225185	35.189884	32550	6.6149883	642.27594	0.0	-36.96759	0.31326166	-0.26380953	0.26380953	79.0	47.73053765296936
31	100.0	0.0	100.0	100.0	213.5	29.045671	0.0062999376	29.058033	29.027296	33600	1.7891862	697.2287	0.0	-30.984192	1.3132616	0.7504762	0.7504762	0.0	49.02132558822632
32	80.0	40.0	100.0	0.0	182.4	34.53084	0.007516308	34.54734	34.50862	34650	5.090882	666.38086	0.0	-0.17260742	0.31326166	-0.25333333	0.25333333	79.0	50.5446503162384
